entity_id	valid	rejected	polled	electors	UPFA	UNP	DNA	ITAK	UPF	TMVP	SMBP	TULF	AITC	DPLF	SLNF	IG4B	EDF	EPDP	ONF	UNAF	ELPP	LLF	USP	IG4J	PERLF	IG2G	JSP	UDF	IG6B	IG8B	DUA	IG3J	IG6J	__OTHER
EC-18P	13671	738	14412	14849	10305	2691	639	0	0	1	2	0	0	0	6	0	0	0	7	1	0	0	0	0	0	0	3	2	0	0	0	0	0	8
EC-19	349678	24169	373847	598521	203689	112886	15768	0	11481	0	137	0	0	0	0	4646	0	0	0	254	0	0	0	0	0	0	79	120	0	0	0	0	0	618
EC-19A	47156	2520	49676	85562	29903	14613	2433	0	7	0	5	0	0	0	0	66	0	0	0	33	0	0	0	0	0	0	7	16	0	0	0	0	0	73
EC-19B	25393	2135	27528	48231	16967	7046	705	0	423	0	73	0	0	0	0	97	0	0	0	23	0	0	0	0	0	0	4	8	0	0	0	0	0	47
EC-19C	32925	3284	36209	60002	18320	11744	695	0	1955	0	5	0	0	0	0	56	0	0	0	42	0	0	0	0	0	0	7	17	0	0	0	0	0	84
EC-19D	32398	1409	33807	51468	18670	11314	1655	0	598	0	15	0	0	0	0	75	0	0	0	17	0	0	0	0	0	0	3	12	0	0	0	0	0	39
EC-19E	36137	2893	39030	63124	21341	11858	1544	0	1173	0	7	0	0	0	0	100	0	0	0	30	0	0	0	0	0	0	7	13	0	0	0	0	0	64
EC-19F	35474	2478	37952	59472	21537	11253	1696	0	625	0	7	0	0	0	0	269	0	0	0	25	0	0	0	0	0	0	4	11	0	0	0	0	0	47
EC-19G	39608	2642	42250	68937	19820	14070	1816	0	540	0	6	0	0	0	0	3221	0	0	0	26	0	0	0	0	0	0	11	8	0	0	0	0	0	90
EC-19H	43662	2982	46644	77312	24188	14803	2262	0	2145	0	3	0	0	0	0	130	0	0	0	26	0	0	0	0	0	0	19	18	0	0	0	0	0	68
EC-19I	34490	3134	37624	60706	17197	11575	1346	0	3829	0	3	0	0	0	0	397	0	0	0	28	0	0	0	0	0	0	14	13	0	0	0	0	0	88
EC-19P	22435	692	23127	23707	15746	4610	1616	0	186	0	13	0	0	0	0	235	0	0	0	4	0	0	0	0	0	0	3	4	0	0	0	0	0	18
EC-20	159491	10149	169640	313931	120634	28892	9018	0	0	0	10	0	0	0	136	0	0	0	275	57	0	11	60	0	0	0	47	29	0	0	0	0	0	245
EC-20A	36563	2837	39400	74692	28575	6172	1610	0	0	0	2	0	0	0	18	0	0	0	61	17	0	3	10	0	0	0	13	4	0	0	0	0	0	60
EC-20B	43327	3112	46439	96386	32315	8500	2168	0	0	0	3	0	0	0	65	0	0	0	74	18	0	7	28	0	0	0	23	7	0	0	0	0	0	88
EC-20C	67127	3694	70821	129564	50073	12199	4507	0	0	0	3	0	0	0	41	0	0	0	126	19	0	1	22	0	0	0	10	13	0	0	0	0	0	89
EC-20P	12474	506	12980	13289	9671	2021	733	0	0	0	2	0	0	0	12	0	0	0	14	3	0	0	0	0	0	0	1	5	0	0	0	0	0	8
EC-21	443309	37022	480395	750416	305327	125076	11053	0	0	0	15	0	0	0	97	0	0	0	352	163	0	75	189	0	0	0	57	76	0	0	0	0	0	416
EC-21A	52898	3851	56759	89518	37329	14346	1012	0	0	0	2	0	0	0	0	0	0	0	19	17	0	22	23	0	0	0	0	4	0	0	0	0	0	43
EC-21B	63620	5215	68842	108122	42637	19013	1755	0	0	0	3	0	0	0	4	0	0	0	46	16	0	3	26	0	0	0	13	9	0	0	0	0	0	36
EC-21C	44180	4740	48927	75685	28453	14817	704	0	0	0	2	0	0	0	4	0	0	0	43	20	0	10	34	0	0	0	8	9	0	0	0	0	0	49
EC-21D	55868	5584	61461	96855	36020	18410	1200	0	0	0	1	0	0	0	3	0	0	0	60	29	0	6	18	0	0	0	7	12	0	0	0	0	0	52
EC-21E	53245	5031	58284	92891	35835	16179	1037	0	0	0	3	0	0	0	13	0	0	0	39	17	0	8	15	0	0	0	10	10	0	0	0	0	0	48
EC-21F	52446	4559	57014	86973	37930	13603	668	0	0	0	1	0	0	0	7	0	0	0	31	17	0	9	26	0	0	0	11	14	0	0	0	0	0	63
EC-21G	34916	3263	38182	57232	26030	8187	526	0	0	0	0	0	0	0	23	0	0	0	23	14	0	4	19	0	0	0	5	4	0	0	0	0	0	50
EC-21H	71086	4358	75451	127375	49778	17511	3455	0	0	0	1	0	0	0	40	0	0	0	87	33	0	10	24	0	0	0	2	13	0	0	0	0	0	72
EC-21P	15050	421	15475	15765	11315	3010	696	0	0	0	2	0	0	0	3	0	0	0	4	0	0	3	4	0	0	0	1	1	0	0	0	0	0	3
EC-22	362455	25965	388420	637524	242463	104925	13518	0	0	0	44	0	0	0	256	0	0	0	0	102	0	35	173	0	0	0	32	77	0	0	0	0	0	543
EC-22A	48479	3335	51814	83554	31983	14331	2022	0	0	0	5	0	0	0	1	0	0	0	0	14	0	2	26	0	0	0	7	6	0	0	0	0	0	54
EC-22B	35585	2471	38056	64565	24552	9423	1485	0	0	0	16	0	0	0	8	0	0	0	0	10	0	4	11	0	0	0	1	6	0	0	0	0	0	46
EC-22C	36797	2209	39006	67118	25513	9106	2061	0	0	0	2	0	0	0	2	0	0	0	0	7	0	3	19	0	0	0	6	8	0	0	0	0	0	52
EC-22D	34422	2407	36829	62325	23317	9545	1427	0	0	0	6	0	0	0	5	0	0	0	0	4	0	7	13	0	0	0	0	14	0	0	0	0	0	60
EC-22E	43662	2989	46651	83066	26467	15476	1544	0	0	0	3	0	0	0	22	0	0	0	0	11	0	6	22	0	0	0	1	8	0	0	0	0	0	63
EC-22F	28263	1938	30201	51391	19758	7396	997	0	0	0	3	0	0	0	3	0	0	0	0	6	0	4	12	0	0	0	1	9	0	0	0	0	0	47
EC-22G	39652	3889	43541	69964	25522	13404	552	0	0	0	1	0	0	0	4	0	0	0	0	18	0	3	32	0	0	0	1	10	0	0	0	0	0	75
EC-22H	40700	2869	43569	70448	26700	12640	1190	0	0	0	1	0	0	0	28	0	0	0	0	14	0	4	13	0	0	0	8	7	0	0	0	0	0	59
EC-22I	32559	3229	35788	61507	22109	9204	898	0	0	0	4	0	0	0	170	0	0	0	0	16	0	2	23	0	0	0	3	6	0	0	0	0	0	71
EC-22P	22336	629	22965	23586	16542	4400	1342	0	0	0	3	0	0	0	13	0	0	0	0	2	0	0	2	0	0	0	4	3	0	0	0	0	0	16
LK	8021739	595884	8623718	14537527	4843585	2356414	441205	231046	24670	20280	12166	9174	7526	6036	5313	5076	3675	2867	2647	2454	2387	2383	2189	2147	2098	1524	1513	1497	1362	1355	1201	1159	1038	12919
