entity_id	valid	rejected	polled	electors	SLPP	SJB	JJB	ITAK	UNP	AITC	OPPP	TMVP	SLFP	EPDP	MNA	TMTK	ACMC	NC	SLMC	UPA	AITM	IND01_D04	IND01_D06	IND05_D10	JSWP	FSP	IND11_D04	SDPT	TULF	SPS	JSP	IND01_D03	IND04_D02	IND02_D10	SJP	NEWDF	ULF	IND05_D03	LP	IND08_D06	NPP	DUNF	IND02_D19	NDF	IND10_D06	IND09_D10	IND01_D11	SLLP	IND06_D21	DLF	IND03_D05	IND10_D15	IND03_D11	IND07_D08	IND02_D15	IND08_D10	IND07_D01	IND03_D19	IND09_D02	IND17_D01	IND04_D06	IND04_D14	IND09_D17	IND02_D21	NSU	IND09_D11	IND10_D12	IND02_D06	IND02_D01	USP	IND19_D01	__OTHER
EC-08B	66946	3434	70380	92439	52245	8701	3777	0	936	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	199	87	0	0	0	0	0	0	0	0	6	0	110	0	67	0	49	21	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150
EC-08C	68885	3089	71974	94305	51167	10052	5535	0	857	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	195	45	0	0	0	0	0	0	0	0	23	0	89	0	67	0	51	27	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132
EC-08D	58565	2512	61077	79980	45783	7512	3749	0	614	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	148	55	0	0	0	0	0	0	0	0	9	0	56	0	48	0	33	21	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68
EC-08E	54977	2188	57165	78573	40143	9009	4196	0	517	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	112	58	0	0	0	0	0	0	0	0	5	0	63	0	35	0	19	14	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86
EC-08F	63449	2069	65518	88130	43260	10410	7730	0	1125	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	176	38	0	0	0	0	0	0	0	0	12	0	46	0	24	0	26	19	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
EC-08G	67145	2861	70006	95792	47663	12359	4668	0	1263	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	187	44	0	0	0	0	0	0	0	0	16	0	78	0	55	0	40	16	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115
EC-08P	27287	1020	28307	29149	20275	3078	3149	0	536	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	28	46	0	0	0	0	0	0	0	0	7	0	7	0	7	0	9	12	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
EC-09	374017	18971	392988	493192	280881	51758	31362	0	5017	0	1572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	0	0	0	348	292	0	0	0	0	0	0	0	353	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	1534
EC-09A	75406	4239	79645	101043	57319	10366	5178	0	1539	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	70	48	0	0	0	0	0	0	0	84	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	326
EC-09B	57599	2612	60211	76554	43821	7012	4913	0	922	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	57	47	0	0	0	0	0	0	0	57	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	245
EC-09C	92538	4470	97008	122758	71997	9583	8766	0	953	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	90	73	0	0	0	0	0	0	0	89	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	364
EC-09D	129499	6891	136390	172363	93532	22920	10146	0	1253	0	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	126	108	0	0	0	0	0	0	0	122	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	561
EC-09P	18975	759	19734	20474	14212	1877	2359	0	350	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	5	16	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	38
EC-10	359130	35006	394136	571848	0	13564	853	112967	6522	55303	594	0	49373	45797	0	35927	0	0	0	0	0	0	0	16220	0	175	0	0	1318	0	799	0	0	5492	36	1369	0	0	0	0	0	0	0	0	0	3311	0	0	0	1656	0	0	0	0	0	2128	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	5556
EC-10A	15311	1632	16943	22811	0	234	32	4412	212	1376	24	0	1077	6369	0	430	0	0	0	0	0	0	0	67	0	3	0	0	24	0	27	0	0	19	0	37	0	0	0	0	0	0	0	0	0	525	0	0	0	108	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	292
EC-10B	30888	3308	34196	48611	0	1110	70	9024	1316	5610	63	0	4556	4076	0	2463	0	0	0	0	0	0	0	131	0	18	0	0	81	0	85	0	0	1098	2	129	0	0	0	0	0	0	0	0	0	379	0	0	0	88	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	464
EC-10C	27232	2674	29906	61727	0	1828	36	6849	383	4645	43	0	5560	4185	0	2114	0	0	0	0	0	0	0	105	0	7	0	0	61	0	58	0	0	267	3	134	0	0	0	0	0	0	0	0	0	340	0	0	0	122	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	349
EC-10D	35481	3482	38963	55827	0	1062	41	10302	1482	6999	83	0	6678	3740	0	2838	0	0	0	0	0	0	0	163	0	68	0	0	145	0	94	0	0	629	2	184	0	0	0	0	0	0	0	0	0	304	0	0	0	140	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	367
EC-10E	35179	3770	38949	58917	0	1047	70	9365	337	5672	57	0	7188	4353	0	3549	0	0	0	0	0	0	0	123	0	14	0	0	59	0	94	0	0	1684	2	204	0	0	0	0	0	0	0	0	0	361	0	0	0	103	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	573
EC-10F	22935	2421	25356	39270	0	1315	21	3868	206	3292	35	0	6214	1572	0	4457	0	0	0	0	0	0	0	179	0	6	0	0	305	0	57	0	0	707	1	112	0	0	0	0	0	0	0	0	0	100	0	0	0	48	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	360
EC-10G	23607	2237	25844	37105	0	763	31	5803	219	4158	41	0	4700	2986	0	3382	0	0	0	0	0	0	0	300	0	10	0	0	140	0	67	0	0	188	7	92	0	0	0	0	0	0	0	0	0	189	0	0	0	119	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	361
EC-10H	31640	3345	34985	52713	0	873	130	8931	453	4772	45	0	5277	3331	0	5847	0	0	0	0	0	0	0	436	0	16	0	0	156	0	81	0	0	189	4	131	0	0	0	0	0	0	0	0	0	208	0	0	0	145	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	463
EC-10I	30934	2512	33446	47478	0	845	68	8423	625	8386	37	0	2921	3988	0	3361	0	0	0	0	0	0	0	220	0	6	0	0	102	0	115	0	0	124	1	82	0	0	0	0	0	0	0	0	0	201	0	0	0	314	0	0	0	0	0	818	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	282
EC-10J	23136	2029	25165	33886	0	805	110	7634	208	4642	25	0	1469	5545	0	1312	0	0	0	0	0	0	0	91	0	6	0	0	45	0	66	0	0	84	4	43	0	0	0	0	0	0	0	0	0	374	0	0	0	254	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	306
EC-10K	59341	6649	65990	88674	0	3050	180	31156	346	2528	132	0	1830	2361	0	1827	0	0	0	0	0	0	0	13339	0	16	0	0	91	0	43	0	0	151	10	138	0	0	0	0	0	0	0	0	0	267	0	0	0	166	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	1576
EC-10P	23446	947	24393	24829	0	632	64	7200	735	3223	9	0	1903	3291	0	4347	0	0	0	0	0	0	0	1066	0	5	0	0	109	0	12	0	0	352	0	83	0	0	0	0	0	0	0	0	0	63	0	0	0	49	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	163
EC-11	207837	17019	224856	567767	42524	37883	662	69916	1316	8232	170	0	0	11310	0	8789	0	0	0	0	0	0	0	0	0	65	0	10064	424	183	112	0	0	0	95	0	0	0	360	0	0	0	0	0	0	0	3147	0	0	1308	0	0	2377	0	0	0	0	0	0	0	0	0	0	0	0	1381	0	0	0	0	0	7519
EC-11A	58652	4024	62676	78850	12050	14632	85	20266	495	1198	76	0	0	2086	0	1288	0	0	0	0	0	0	0	0	0	16	0	1304	42	49	18	0	0	0	55	0	0	0	75	0	0	0	0	0	0	0	2565	0	0	208	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	1624
EC-11B	81242	6129	87371	114674	18696	11170	396	22849	526	3993	51	0	0	4926	0	4610	0	0	0	0	0	0	0	0	0	29	0	6758	265	90	62	0	0	0	26	0	0	0	230	0	0	0	0	0	0	0	228	0	0	764	0	0	1696	0	0	0	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0	3479
EC-11C	50934	6246	57180	74510	8307	6087	92	22492	190	2472	39	0	0	3694	0	2155	0	0	0	0	0	0	0	0	0	19	0	1690	91	36	30	0	0	0	7	0	0	0	49	0	0	0	0	0	0	0	119	0	0	306	0	0	439	0	0	0	0	0	0	0	0	0	0	0	0	601	0	0	0	0	0	2019
EC-11D	5061	198	5259	287024	700	4183	21	1	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	122
EC-11P	11948	422	12370	12709	2771	1811	68	4308	95	569	4	0	0	602	0	736	0	0	0	0	0	0	0	0	0	1	0	308	26	7	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	233	0	0	27	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	275
EC-12	298012	16838	314850	409808	33424	28362	348	79460	833	1203	118	67692	0	0	0	4960	0	0	34428	31054	0	0	0	0	0	224	0	0	8113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1303	0	0	0	0	6216
EC-12A	84019	5145	89164	117502	10879	15394	89	17312	220	145	33	20622	0	0	0	264	0	0	12064	2842	0	0	0	0	0	67	0	0	1613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	0	0	0	1866
EC-12B	138026	6725	144751	185467	13726	9223	198	30599	481	429	51	28240	0	0	0	956	0	0	20791	27264	0	0	0	0	0	106	0	0	3049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	2577
EC-12C	63546	4764	68310	94024	7671	2935	34	26498	77	591	32	16308	0	0	0	3525	0	0	194	187	0	0	0	0	0	46	0	0	3181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	1682
EC-12P	12421	204	12625	12815	1148	810	27	5051	55	38	2	2522	0	0	0	215	0	0	1379	761	0	0	0	0	0	5	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	91
EC-13	385997	16347	402344	513979	126012	102274	5060	25255	6455	283	603	0	0	582	0	0	43319	38911	0	0	29379	0	0	0	0	301	0	0	0	210	98	0	0	0	78	0	324	0	246	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	6415
EC-13A	123202	5472	128674	160809	90736	22300	3447	5	3260	13	410	0	0	39	0	0	23	418	0	0	16	0	0	0	0	222	0	0	0	127	19	0	0	0	45	0	28	0	139	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	1914
EC-13B	64389	2419	66808	87643	4307	22021	173	4804	344	19	29	0	0	110	0	0	13940	12726	0	0	4542	0	0	0	0	8	0	0	0	24	21	0	0	0	9	0	59	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1232
EC-13C	54228	1863	56091	75020	2721	20011	38	3110	231	163	19	0	0	61	0	0	6380	10401	0	0	10130	0	0	0	0	5	0	0	0	10	13	0	0	0	4	0	61	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	857
EC-13D	117619	5228	122847	161839	15103	32763	392	15839	1982	72	94	0	0	348	0	0	21736	13661	0	0	12996	0	0	0	0	20	0	0	0	39	42	0	0	0	14	0	157	0	83	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	2159
EC-13P	26559	1365	27924	28668	13145	5179	1010	1497	638	16	51	0	0	24	0	0	1240	1705	0	0	1695	0	0	0	0	46	0	0	0	10	3	0	0	0	6	0	19	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	253
EC-14	212992	14125	227117	288868	68681	86394	2226	39570	1765	2745	0	0	0	3775	0	1625	0	0	0	0	652	0	0	0	0	466	0	1400	0	194	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1462	0	0	0	0	0	0	0	0	0	1970
EC-14A	55606	3723	59329	73782	34035	13117	992	4723	581	299	0	0	0	250	0	39	0	0	0	0	242	0	0	0	0	316	0	123	0	71	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	481
EC-14B	66748	4839	71587	92823	16794	18063	595	23008	556	1225	0	0	0	2522	0	1252	0	0	0	0	262	0	0	0	0	72	0	1047	0	54	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648	0	0	0	0	0	0	0	0	0	630
EC-14C	76424	4969	81393	107063	11085	51330	314	9502	366	1073	0	0	0	875	0	222	0	0	0	0	129	0	0	0	0	34	0	207	0	64	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	786
EC-14P	14214	594	14808	15200	6767	3884	325	2337	262	148	0	0	0	128	0	112	0	0	0	0	19	0	0	0	0	44	0	23	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	73
EC-15	971243	46414	1017657	1348787	649965	244860	36290	0	26770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1865	824	0	0	0	818	951	0	0	0	684	0	0	0	319	0	0	0	0	633	0	0	0	441	0	0	0	2530	0	0	2223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2070
EC-15A	74321	3458	77779	101413	51040	18745	2488	0	1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	51	0	0	0	90	60	0	0	0	26	0	0	0	23	0	0	0	0	41	0	0	0	31	0	0	0	182	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173
EC-15B	67073	3578	70651	94567	43882	18499	2285	0	1426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	45	0	0	0	67	85	0	0	0	35	0	0	0	36	0	0	0	0	50	0	0	0	36	0	0	0	176	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142
EC-15C	79999	3892	83891	112563	54561	19708	3368	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	78	0	0	0	83	154	0	0	0	101	0	0	0	38	0	0	0	0	79	0	0	0	42	0	0	0	200	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178
EC-15D	69361	3669	73030	99190	44652	19699	2294	0	1558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	37	0	0	0	70	70	0	0	0	63	0	0	0	22	0	0	0	0	67	0	0	0	43	0	0	0	236	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183
EC-15E	55584	2039	57623	76600	40358	11778	1867	0	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	52	0	0	0	47	43	0	0	0	52	0	0	0	15	0	0	0	0	32	0	0	0	31	0	0	0	95	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141
EC-15F	53248	2406	55654	74577	35637	13979	1481	0	1468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	35	0	0	0	28	42	0	0	0	70	0	0	0	11	0	0	0	0	34	0	0	0	16	0	0	0	148	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90
EC-15G	62746	2796	65542	90890	40839	18456	1288	0	1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	71	0	0	0	54	59	0	0	0	30	0	0	0	19	0	0	0	0	33	0	0	0	33	0	0	0	191	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133
EC-15H	69206	3105	72311	96896	47145	17122	2526	0	1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	75	0	0	0	57	52	0	0	0	32	0	0	0	17	0	0	0	0	51	0	0	0	34	0	0	0	178	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106
EC-15I	72915	3138	76053	101455	44156	18767	2017	0	7048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	97	0	0	0	53	50	0	0	0	33	0	0	0	13	0	0	0	0	41	0	0	0	30	0	0	0	217	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145
EC-15J	66893	2832	69725	93742	47765	14141	2423	0	1725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	54	0	0	0	48	63	0	0	0	31	0	0	0	11	0	0	0	0	38	0	0	0	22	0	0	0	140	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108
EC-15K	53735	2568	56303	76903	36515	13173	1968	0	1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	52	0	0	0	43	67	0	0	0	29	0	0	0	14	0	0	0	0	32	0	0	0	19	0	0	0	116	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98
EC-15L	63048	2651	65699	92192	41031	16574	3322	0	1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	40	0	0	0	47	59	0	0	0	58	0	0	0	26	0	0	0	0	26	0	0	0	40	0	0	0	132	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150
EC-15M	64607	3903	68510	92857	41353	18201	2477	0	1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	56	0	0	0	56	59	0	0	0	34	0	0	0	49	0	0	0	0	39	0	0	0	26	0	0	0	211	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138
EC-15N	49066	3185	52251	70377	31937	13067	2098	0	1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	30	0	0	0	55	53	0	0	0	23	0	0	0	17	0	0	0	0	45	0	0	0	28	0	0	0	220	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181
EC-15P	69441	3194	72635	74565	49094	12951	4388	0	2533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	51	0	0	0	20	35	0	0	0	67	0	0	0	8	0	0	0	0	25	0	0	0	10	0	0	0	88	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104
EC-16	385221	29266	414487	614370	220566	80183	9944	0	7985	0	5393	0	0	0	55981	0	0	0	0	0	0	0	0	0	0	511	0	0	0	433	267	0	0	0	127	0	0	0	0	0	241	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3388
EC-16A	97907	8583	106490	149720	28734	16360	742	0	2474	0	1027	0	0	0	47383	0	0	0	0	0	0	0	0	0	0	68	0	0	0	82	67	0	0	0	23	0	0	0	0	0	33	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	883
EC-16B	80218	6273	86491	118776	57838	15570	1662	0	1946	0	881	0	0	0	1101	0	0	0	0	0	0	0	0	0	0	158	0	0	0	130	55	0	0	0	24	0	0	0	0	0	64	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768
EC-16C	75415	5811	81226	124694	46513	19444	2664	0	1407	0	887	0	0	0	3218	0	0	0	0	0	0	0	0	0	0	93	0	0	0	90	74	0	0	0	41	0	0	0	0	0	82	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	807
EC-16D	55902	3745	59647	95785	36750	11365	1816	0	790	0	1624	0	0	0	2939	0	0	0	0	0	0	0	0	0	0	75	0	0	0	63	28	0	0	0	12	0	0	0	0	0	31	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373
EC-16E	62779	4141	66920	111128	42409	15307	2384	0	984	0	834	0	0	0	106	0	0	0	0	0	0	0	0	0	0	103	0	0	0	64	38	0	0	0	21	0	0	0	0	0	25	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490
EC-16P	13000	713	13713	14267	8322	2137	676	0	384	0	140	0	0	0	1234	0	0	0	0	0	0	0	0	0	0	14	0	0	0	4	5	0	0	0	6	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67
EC-17	506902	35469	542371	693634	344458	119788	24492	0	8254	0	1401	0	0	0	0	0	0	0	0	0	0	0	0	0	1204	379	0	0	0	0	263	0	0	0	311	0	450	0	480	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1432	0	0	0	0	0	0	0	0	3566
EC-17A	60152	4669	64821	82851	40800	15011	2529	0	617	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	179	36	0	0	0	0	44	0	0	0	31	0	57	0	59	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	421
EC-17B	57558	4830	62388	79631	35511	17665	2226	0	849	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	116	27	0	0	0	0	31	0	0	0	34	0	45	0	57	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	570
EC-17C	68627	4222	72849	97398	47465	13401	5139	0	1305	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	180	66	0	0	0	0	22	0	0	0	74	0	59	0	51	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	384
EC-17D	74692	5323	80015	103439	52075	17128	3074	0	915	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	210	31	0	0	0	0	42	0	0	0	40	0	96	0	95	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	517
EC-17E	88583	6165	94748	124770	62958	19157	3700	0	1207	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	192	55	0	0	0	0	34	0	0	0	31	0	73	0	88	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	500
EC-17F	46195	3152	49347	65424	30552	11576	2127	0	810	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	86	83	0	0	0	0	25	0	0	0	39	0	43	0	40	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	514
EC-17G	59466	3995	63461	83663	38871	16666	1929	0	915	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	123	27	0	0	0	0	38	0	0	0	34	0	52	0	59	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	391
EC-17P	51629	3113	54742	56458	36226	9184	3768	0	1636	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	118	54	0	0	0	0	27	0	0	0	28	0	25	0	31	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	269
EC-18	245519	16020	261539	331109	180847	47781	6792	0	6525	0	729	0	0	0	0	0	0	361	0	0	0	0	0	0	0	565	0	0	0	0	77	0	0	0	0	0	211	0	236	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1197
EC-18A	60507	4035	64542	84019	46632	9463	1948	0	1577	0	172	0	0	0	0	0	0	4	0	0	0	0	0	0	0	212	0	0	0	0	16	0	0	0	0	0	56	0	70	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328
EC-18B	57515	3418	60933	78074	40864	12811	1605	0	1520	0	119	0	0	0	0	0	0	127	0	0	0	0	0	0	0	100	0	0	0	0	17	0	0	0	0	0	43	0	43	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251
EC-18C	109735	7603	117338	149466	79724	22989	2416	0	2826	0	396	0	0	0	0	0	0	220	0	0	0	0	0	0	0	216	0	0	0	0	37	0	0	0	0	0	105	0	119	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555
EC-18P	17762	964	18726	19550	13627	2518	823	0	602	0	42	0	0	0	0	0	0	10	0	0	0	0	0	0	0	37	0	0	0	0	7	0	0	0	0	0	7	0	4	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63
