entity_id	valid	rejected	polled	electors	UPFA	UNP	USP	JSP	ULPP	NLF	RPP	SLNF	ULF	DUA	SEP	SLPF	UNAF
EC-13	285267.00000000006	2940.9999999999973	288207.99999999977	407917.9999999996	122328.99999999994	159197.9999999999	1090.9999999999998	1071.9999999999993	331.0	187.99999999999974	296.9999999999998	133.99999999999983	203.00000000000009	214.9999999999998	82.0	88.99999999999996	38.00000000000002
EC-13A	103178.99999999996	949.0000000000006	104127.99999999999	136737.99999999985	57623.99999999998	44217.99999999998	274.9999999999999	418.00000000000006	131.00000000000003	85.99999999999996	126.99999999999994	88.99999999999996	57.99999999999999	55.0	37.00000000000001	45.000000000000014	15.999999999999996
EC-13B	46640.99999999999	516.9999999999999	47158.0	66666.0	21029.000000000007	24968.999999999996	220.00000000000003	201.00000000000003	34.0	21.000000000000004	54.000000000000014	6.999999999999998	25.999999999999996	57.00000000000002	12.999999999999998	6.999999999999998	3.0
EC-13C	38779.0	456.0000000000001	39235.0	62250.999999999985	8951.0	29316.000000000004	175.00000000000006	125.0	67.99999999999999	15.0	18.999999999999996	9.000000000000002	42.99999999999997	32.99999999999999	12.999999999999996	9.000000000000002	3.0
EC-13D	84359.00000000004	863.0000000000003	85222.00000000004	129797.99999999996	27703.999999999996	55467.000000000015	419.0000000000001	314.00000000000006	76.00000000000001	54.99999999999999	93.0	28.999999999999986	72.99999999999994	68.0	17.999999999999993	26.999999999999996	15.999999999999995
EC-13P	12309	156	12465	12465	7021	5228	2	14	22	11	4	0	3	2	1	1	0
EC-14	150334.0000000001	2094.000000000001	152427.99999999997	477540.0	55680.00000000005	92197.00000000001	792.0000000000001	558.0000000000001	275.9999999999998	156.9999999999999	156.9999999999999	71.00000000000009	131.9999999999999	164.99999999999991	67.0	55.999999999999986	25.999999999999982
EC-14-	30	0	30	30	11	19	0	0	0	0	0	0	0	0	0	0	0
EC-14A	39758.99999999998	406.0	40164.99999999999	66126.00000000003	21353.000000000004	17834.999999999996	142.00000000000003	153.00000000000003	55.99999999999998	50.0	50.0	26.0	28.99999999999999	35.00000000000001	13.999999999999995	9.000000000000002	6.999999999999997
EC-14B	53106.00000000002	956.0000000000005	54061.99999999999	91094.99999999999	10878.000000000002	41369.0	299.00000000000006	138.0	132.99999999999997	65.00000000000001	37.0	27.0	55.99999999999998	38.000000000000014	33.0	23.999999999999996	9.0
EC-14C	48808.00000000002	542.0	49350.0	81534.00000000004	18816.999999999996	29061.0	338.0000000000001	256.9999999999999	44.99999999999999	31.99999999999999	64.99999999999996	15.999999999999995	44.99999999999999	81.99999999999999	18.0	22.0	10.0
EC-14P	8631	190	8821	238755	4621	3913	13	10	42	10	5	2	2	10	2	1	0
EC-15	896496.9999999995	8458.000000000004	904955.0000000002	1162098.9999999977	468507.00000000006	418808.99999999994	2356.9999999999986	2369.0000000000045	1142.000000000001	694.9999999999989	613.0000000000007	566.0000000000009	524.0000000000006	363.00000000000074	254.99999999999997	186.9999999999999	110.00000000000016
EC-15A	69335.00000000006	610.0000000000001	69945.00000000003	91698.00000000007	37876.00000000001	30719.999999999993	162.99999999999997	219.00000000000017	64.00000000000001	66.00000000000001	67.00000000000001	42.999999999999964	33.00000000000001	37.99999999999999	21.000000000000004	16.999999999999996	8.000000000000002
EC-15B	63332.000000000015	532.0000000000001	63863.999999999985	83696.00000000003	32977.99999999999	29691.0	158.9999999999999	195.00000000000009	55.99999999999998	49.999999999999986	43.0	49.0	54.0	31.000000000000004	9.000000000000002	10.000000000000002	6.999999999999997
EC-15C	75322.0	727.9999999999997	76050.0	100497.00000000003	40136.0	34469.000000000015	213.99999999999997	165.0	51.00000000000005	63.99999999999999	67.00000000000001	52.00000000000001	40.99999999999999	13.999999999999998	17.999999999999996	17.999999999999996	13.000000000000002
EC-15D	62899.99999999997	793.0	63692.999999999985	86111.99999999994	30785.000000000007	31411.99999999999	170.99999999999994	185.0	80.0	58.99999999999999	41.0	50.00000000000001	44.00000000000001	35.0	22.000000000000004	11.000000000000002	5.0
EC-15E	52618.00000000002	540.0000000000002	53157.99999999996	68193.99999999999	29155.0	22919.0	125.0	136.99999999999997	85.0	47.0	30.999999999999993	30.000000000000014	29.000000000000004	27.999999999999996	19.0	7.999999999999998	4.999999999999999
EC-15F	52350.00000000001	391.9999999999999	52742.00000000001	67022.99999999999	26364.999999999978	25455.99999999998	155.99999999999997	115.00000000000001	57.000000000000014	62.99999999999999	28.999999999999996	36.0	25.000000000000007	15.000000000000002	11.000000000000005	16.0	6.000000000000001
EC-15G	61195.000000000015	394.0000000000001	61589.0	78140.00000000003	30624.000000000007	29941.0	168.0	172.0	77.00000000000006	44.00000000000001	43.0	33.0	25.999999999999996	28.0	21.0	12.999999999999998	5.000000000000001
EC-15H	67582.00000000001	522.0	68103.99999999996	85753.0	35311.0	31579.999999999993	182.99999999999997	159.0	108.99999999999997	51.00000000000001	38.0	46.0	37.00000000000001	28.999999999999982	19.0	7.999999999999999	12.000000000000002
EC-15I	68892.00000000001	657.9999999999998	69550.0	89722.00000000007	34357.0	33873.99999999999	205.99999999999994	144.99999999999997	89.0	39.00000000000001	33.00000000000001	37.00000000000001	45.0	26.000000000000007	22.999999999999993	7.999999999999997	10.000000000000005
EC-15J	67741.00000000003	599.0000000000001	68339.99999999999	85455.00000000003	37231.000000000015	29817.999999999985	175.00000000000009	190.00000000000003	103.99999999999997	40.0	40.99999999999997	40.99999999999997	51.0	19.00000000000001	10.0	13.999999999999995	6.999999999999997
EC-15K	53466.999999999985	437.00000000000017	53903.99999999998	69821.0	27581.000000000004	25316.99999999999	138.00000000000003	155.0	71.99999999999997	32.0	38.999999999999986	38.999999999999986	30.0	24.00000000000001	17.999999999999993	11.000000000000002	11.000000000000002
EC-15L	58896.0	625.0	59521.00000000002	77002.99999999999	28791.000000000004	29564.000000000007	135.99999999999997	147.00000000000003	89.99999999999999	23.999999999999996	40.000000000000014	21.999999999999996	36.99999999999999	11.999999999999998	17.999999999999993	13.999999999999996	0.9999999999999999
EC-15M	58867.00000000001	607.0000000000003	59474.00000000001	77819.00000000001	29513.0	28658.000000000004	171.99999999999994	200.99999999999994	82.99999999999999	47.999999999999986	42.999999999999986	38.00000000000002	38.00000000000002	29.999999999999996	19.00000000000001	12.999999999999998	10.999999999999998
EC-15N	46390.99999999999	607.0	46998.000000000015	63142.99999999999	24658.0	21099.999999999996	181.00000000000009	166.00000000000003	42.000000000000014	50.999999999999986	48.00000000000002	39.99999999999998	29.0	28.000000000000014	21.000000000000007	19.99999999999999	7.0000000000000036
EC-15P	37609	414	38023	38023	23146	14290	10	18	83	17	10	10	5	6	6	6	2
EC-16	333782.9999999998	3535.9999999999977	337319.0000000001	478031.9999999997	160685.99999999983	169264.0000000001	1063.0000000000002	811.0000000000003	501.99999999999994	287.0000000000003	291.9999999999997	203.00000000000003	214.0000000000001	182.9999999999999	174.99999999999991	72.0	30.99999999999998
EC-16A	60890.999999999985	1028.0000000000002	61918.99999999999	95349.99999999997	19939.000000000004	40060.000000000015	324.00000000000006	182.00000000000006	65.00000000000003	76.99999999999999	55.00000000000001	36.0	38.0	51.999999999999986	42.000000000000014	14.999999999999998	5.999999999999999
EC-16B	69139.0	632.0	69771.0	96744.00000000003	38002.0	30358.00000000001	201.99999999999991	201.99999999999991	73.00000000000001	46.000000000000014	90.99999999999999	43.00000000000001	46.999999999999986	38.99999999999999	24.000000000000007	9.000000000000004	3.000000000000001
EC-16C	74378.00000000001	685.0	75063.00000000003	102986.99999999997	36115.0	37372.000000000015	233.99999999999991	188.99999999999994	119.00000000000001	68.00000000000003	58.999999999999986	50.000000000000014	49.0	49.0	44.00000000000001	22.000000000000004	8.0
EC-16D	56149.99999999999	445.0000000000001	56595.0	79631.00000000003	29227.000000000004	26367.000000000004	131.0	96.0	96.0	49.999999999999986	41.00000000000001	29.999999999999993	32.99999999999999	13.000000000000004	48.0	13.000000000000004	4.999999999999999
EC-16E	65905.99999999999	636.9999999999998	66543.00000000001	95892.00000000001	33040.0	32190.99999999999	169.00000000000003	137.0	123.00000000000003	42.99999999999999	44.99999999999999	42.00000000000001	46.999999999999986	30.000000000000004	17.000000000000007	13.000000000000005	9.000000000000004
EC-16P	7319	109	7428	7428	4363	2916	3	5	26	3	1	2	0	0	0	0	0
EC-17	419433.99999999936	4562.999999999997	423997.00000000006	562259.0000000005	231039.9999999999	182955.9999999999	1377.999999999998	1447.9999999999998	478.0000000000002	569.0	427.9999999999994	366.9999999999995	261.00000000000006	207.00000000000003	114.99999999999989	114.99999999999989	72.0
EC-17A	51427.000000000044	446.0000000000002	51873.0	71396.0	29070.999999999996	21647.0	192.0	192.0	54.00000000000001	81.0	68.99999999999997	31.000000000000018	33.000000000000014	19.000000000000004	14.0	14.0	10.0
EC-17B	49011.00000000001	480.9999999999999	49492.0	68065.99999999997	26329.999999999993	22027.0	184.0	200.99999999999994	34.00000000000001	70.0	53.99999999999997	45.000000000000014	20.000000000000004	15.000000000000007	7.0	14.0	10.000000000000002
EC-17C	59763.999999999985	562.9999999999999	60326.999999999985	80970.99999999999	33726.0	25382.000000000007	154.99999999999994	168.99999999999994	82.00000000000001	65.00000000000003	53.99999999999999	44.00000000000002	31.999999999999993	25.000000000000004	13.999999999999993	11.000000000000005	5.000000000000001
EC-17D	62384.0	670.9999999999997	63054.999999999985	86432.99999999999	31574.99999999999	29828.999999999996	262.0	249.99999999999997	77.0	106.99999999999999	74.00000000000001	62.00000000000003	61.00000000000001	33.99999999999999	21.000000000000004	21.000000000000004	10.999999999999996
EC-17E	80879.0	836.0000000000005	81715.00000000001	106717.00000000001	46073.00000000001	33758.0	247.0	256.00000000000006	107.0	99.00000000000001	79.99999999999997	94.0	53.99999999999999	45.000000000000014	17.999999999999993	28.000000000000014	19.999999999999993
EC-17F	39925.000000000015	428.99999999999994	40354.0	54554.00000000003	22453.999999999993	16896.999999999996	136.0	160.0	37.00000000000001	53.99999999999999	43.00000000000001	49.00000000000001	25.999999999999996	30.999999999999996	17.999999999999996	12.999999999999998	6.9999999999999964
EC-17G	51224.00000000001	506.0000000000001	51729.99999999999	68670.99999999997	26220.0	24314.0	181.0	195.99999999999994	53.00000000000001	65.00000000000001	46.00000000000001	36.99999999999999	32.000000000000014	36.99999999999999	20.0	14.000000000000002	9.0
EC-17P	24820	631	25451	25451	15591	9102	21	24	34	28	8	5	3	1	3	0	0
EC-18	210029.99999999985	2001.9999999999984	212032.0	271609.0000000001	110498.99999999999	97141.99999999996	589.0	682.9999999999995	226.0	226.0000000000001	221.00000000000017	119.00000000000011	141.0000000000001	81.00000000000004	30.99999999999999	47.999999999999986	24.000000000000007
EC-18A	55587.0	535.9999999999999	56123.000000000015	72430.0	31081.0	23819.000000000007	175.99999999999997	199.00000000000003	64.99999999999997	51.99999999999999	60.99999999999997	43.00000000000001	39.00000000000001	28.00000000000001	6.0	12.0	6.0
EC-18B	53388.0	402.00000000000006	53789.99999999998	69230.0	27230.000000000004	25533.0	181.00000000000003	171.9999999999999	42.00000000000001	61.00000000000001	49.99999999999998	24.99999999999999	48.0	18.0	5.0	15.0	7.999999999999999
EC-18C	93182.99999999993	935.9999999999999	94119.00000000004	121948.99999999997	47188.000000000015	44951.00000000001	230.99999999999994	307.99999999999994	111.99999999999999	106.00000000000006	107.99999999999997	46.99999999999999	51.000000000000014	32.000000000000014	18.999999999999996	20.000000000000004	10.000000000000002
EC-18P	7872	128	8000	8000	5000	2839	1	4	7	7	2	4	3	3	1	1	0
EC-19	426599.00000000023	6824.999999999999	433423.99999999965	550925.9999999994	192733.9999999999	226581.9999999998	2327.000000000003	1989.999999999999	614.0000000000008	468.00000000000006	401.00000000000006	321.99999999999994	362.99999999999994	239.0	224.00000000000028	217.00000000000014	118.00000000000003
EC-19A	60523.00000000001	946.9999999999999	61469.99999999999	78986.0	26877.000000000004	32592.0	286.0	306.99999999999994	78.99999999999997	99.99999999999999	66.99999999999997	62.0	51.00000000000001	38.00000000000002	28.000000000000014	24.000000000000004	12.000000000000002
EC-19B	34094.000000000015	611.0000000000002	34704.99999999999	45049.00000000001	16803.0	16422.999999999996	258.0	267.99999999999994	45.00000000000001	66.99999999999999	48.000000000000014	45.00000000000001	48.000000000000014	28.999999999999993	25.0	27.000000000000007	8.0
EC-19C	41491.00000000001	874.0000000000002	42365.00000000001	54909.999999999985	15717.0	25175.999999999993	135.0	207.0	53.00000000000001	30.000000000000007	38.999999999999986	18.0	38.00000000000001	19.999999999999996	28.999999999999996	19.000000000000004	9.999999999999998
EC-19D	36622.99999999999	511.99999999999994	37135.00000000002	48670.0	17493.999999999996	18623.999999999993	154.99999999999994	129.0	58.00000000000001	29.000000000000004	30.0	15.0	29.000000000000004	22.000000000000004	15.999999999999998	14.000000000000002	7.999999999999999
EC-19E	44511.0	785.0000000000001	45296.0	57900.00000000001	19946.0	23638.000000000004	310.00000000000006	248.99999999999997	73.0	50.00000000000001	26.999999999999993	53.0	45.99999999999999	35.99999999999999	34.99999999999999	28.999999999999996	18.999999999999996
EC-19F	44217.99999999998	588.0	44805.999999999985	55655.0	21387.0	22127.0	226.99999999999997	165.00000000000003	78.00000000000001	46.000000000000014	52.999999999999986	33.0	26.000000000000004	20.999999999999996	19.999999999999996	23.000000000000007	12.000000000000002
EC-19G	50644.99999999999	639.9999999999997	51285.0	64480.99999999999	23736.000000000007	26108.0	281.0	199.99999999999994	76.00000000000001	47.0	49.0	41.00000000000001	41.00000000000001	23.000000000000004	8.0	18.000000000000004	17.0
EC-19H	54392.99999999999	887.9999999999999	55281.0	71292.0	24293.99999999999	29137.000000000007	314.9999999999999	285.0	65.00000000000001	61.00000000000001	41.00000000000001	31.999999999999993	46.000000000000014	26.000000000000014	36.00000000000001	37.00000000000001	18.000000000000004
EC-19I	42582.0	736.0000000000002	43317.99999999999	56220.00000000001	15856.000000000004	25935.000000000007	353.9999999999999	173.99999999999997	51.000000000000014	29.0	45.0	16.999999999999996	35.0	23.999999999999996	23.999999999999996	24.999999999999996	13.000000000000005
EC-19P	17519	244	17763	17763	10624	6822	6	6	36	9	2	6	3	0	3	1	1
EC-20	221449.99999999977	2636.0000000000027	224086.00000000012	285327.0000000001	126094.00000000004	92244.00000000001	673.0000000000006	943.0000000000003	239.00000000000006	295.0000000000001	285.9999999999998	199.99999999999994	133.00000000000003	123.99999999999994	101.99999999999996	73.00000000000001	44.00000000000002
EC-20A	51611.99999999999	567.0000000000001	52179.000000000015	68660.0	28663.00000000001	22102.999999999996	169.00000000000003	279.99999999999994	55.999999999999986	64.00000000000003	68.99999999999997	58.99999999999999	43.00000000000001	38.000000000000014	32.000000000000014	23.000000000000004	13.000000000000007
EC-20B	66317.99999999997	896.9999999999998	67215.00000000003	87942.99999999996	37575.0	27754.00000000001	254.00000000000003	304.0	66.00000000000001	86.00000000000007	87.00000000000004	55.99999999999999	36.999999999999986	31.000000000000004	31.000000000000004	23.000000000000014	13.999999999999998
EC-20C	94419.00000000001	1055.0	95474.00000000001	119506.00000000001	54066.000000000015	39117.00000000002	247.99999999999994	351.99999999999994	101.00000000000004	137.00000000000003	127.00000000000004	84.00000000000001	52.000000000000014	54.0	38.0	26.000000000000007	16.999999999999996
EC-20P	9101	117	9218	9218	5790	3270	2	7	16	8	3	1	1	1	1	1	0
EC-21	555074.0000000002	5509.999999999999	560584.0000000003	678909.0	294260.0000000002	252837.99999999988	2220.000000000001	2122.0000000000005	794.9999999999998	644.9999999999994	557.0000000000005	496.0000000000001	393.0000000000003	329.9999999999998	134.00000000000009	205.99999999999997	77.99999999999999
EC-21A	67302.0	502.00000000000006	67804.0	83704.99999999999	37242.999999999985	29254.99999999999	254.00000000000003	209.99999999999994	77.00000000000001	69.0	61.99999999999999	33.99999999999999	41.99999999999999	24.999999999999996	12.0	12.0	7.0
EC-21B	81572.0	720.0000000000002	82292.00000000001	100230.0	43250.99999999999	37253.00000000001	259.00000000000006	276.0	111.0	73.0	91.00000000000001	82.99999999999997	73.0	47.99999999999999	13.999999999999998	27.0	13.0
EC-21C	54536.99999999997	570.0	55107.00000000002	65445.00000000001	26511.000000000004	27178.000000000004	257.0	205.99999999999997	100.0	64.00000000000001	53.0	50.0	35.99999999999999	35.99999999999999	17.0	25.0	4.000000000000001
EC-21D	70587.00000000001	835.9999999999997	71422.99999999999	87937.99999999993	35409.99999999999	34048.99999999999	314.0000000000001	306.00000000000017	99.99999999999997	91.00000000000001	62.00000000000001	95.00000000000001	49.999999999999986	48.0	21.999999999999996	31.000000000000004	8.999999999999996
EC-21E	68605.0	804.9999999999998	69409.99999999999	84595.00000000001	33168.99999999999	34413.0	309.0	278.00000000000006	86.99999999999999	82.00000000000001	73.0	43.99999999999999	48.00000000000004	41.00000000000001	10.0	33.0	17.999999999999996
EC-21F	65582.00000000001	559.9999999999998	66142.00000000001	78157.0	34569.00000000001	29986.999999999993	323.99999999999994	271.0	111.00000000000003	70.99999999999999	59.00000000000001	46.00000000000001	49.99999999999999	39.99999999999999	18.000000000000007	26.0	9.999999999999998
EC-21G	43860.000000000015	414.00000000000006	44274.00000000001	52155.99999999998	24462.999999999993	18739.999999999993	175.99999999999997	175.00000000000003	67.00000000000001	46.999999999999986	57.999999999999986	32.99999999999999	37.0	25.999999999999996	15.0	15.999999999999998	6.999999999999999
EC-21H	92479.00000000001	961.0000000000001	93440.0	115990.99999999999	52947.00000000001	38163.000000000015	324.0	398.0000000000002	107.00000000000001	142.00000000000003	97.0	110.00000000000004	57.00000000000001	66.00000000000001	23.999999999999993	34.0	10.0
EC-21P	10550	142	10692	10692	6697	3800	3	2	35	6	2	1	0	0	2	2	0
EC-22	468773.0000000002	4795.000000000001	473568.0000000003	601871.9999999999	239183.99999999983	223482.99999999988	1804.0000000000007	1456.9999999999993	707.0000000000006	437.0000000000001	374.9999999999998	400.0000000000004	355.00000000000006	231.0	152.00000000000006	117.00000000000007	71.00000000000003
EC-22A	63283.0	612.9999999999999	63896.00000000001	80201.0	32231.000000000007	30390.99999999999	176.00000000000009	125.00000000000001	83.99999999999997	46.99999999999999	51.99999999999999	57.00000000000001	49.99999999999999	35.99999999999999	14.000000000000005	10.000000000000004	10.000000000000004
EC-22B	47616.0	442.99999999999994	48059.0	61932.00000000001	25086.0	21874.999999999996	197.99999999999997	154.0	60.00000000000001	55.0	37.00000000000001	57.000000000000014	39.00000000000001	20.999999999999996	18.999999999999996	9.999999999999998	4.999999999999999
EC-22C	48438.0	420.99999999999994	48858.99999999999	63755.0	27443.999999999996	20450.999999999993	150.00000000000003	122.99999999999999	73.00000000000003	46.00000000000001	36.000000000000014	31.0	33.00000000000001	18.999999999999996	15.999999999999995	9.999999999999998	5.999999999999999
EC-22D	45178.0	496.0000000000003	45673.99999999999	59711.0	24558.99999999999	20078.000000000004	139.0	120.99999999999999	81.99999999999996	37.999999999999986	30.0	33.0	37.00000000000001	25.000000000000004	18.999999999999993	10.999999999999996	5.999999999999999
EC-22E	58709.000000000015	601.9999999999998	59310.99999999998	78207.99999999997	25700.999999999985	32203.00000000001	220.00000000000003	194.0	110.99999999999999	59.999999999999986	45.00000000000001	48.999999999999986	52.00000000000002	33.0	14.999999999999996	17.0	9.0
EC-22F	37846.00000000001	434.0	38279.999999999985	49586.00000000001	18390.999999999993	18905.999999999996	179.00000000000003	120.99999999999999	52.99999999999997	39.99999999999999	33.00000000000001	42.0	30.0	21.999999999999996	7.0	17.000000000000004	4.999999999999999
EC-22G	51874.0	535.9999999999999	52410.000000000015	65737.00000000001	25080.00000000001	26056.0	241.99999999999997	190.00000000000003	60.00000000000002	47.999999999999986	47.999999999999986	32.00000000000001	40.99999999999999	24.999999999999996	23.999999999999993	15.000000000000005	13.000000000000002
EC-22H	51909.0	480.99999999999994	52390.0	65989.00000000001	26522.0	24684.0	224.00000000000006	175.0	70.00000000000001	45.99999999999998	52.000000000000014	41.99999999999998	36.0	24.0	15.999999999999998	9.0	9.0
EC-22I	45573.0	526.0000000000002	46099.000000000015	58162.99999999998	22653.00000000001	22087.0	272.0	248.00000000000003	68.99999999999999	50.99999999999999	36.000000000000014	52.00000000000001	37.0	23.000000000000007	20.999999999999996	18.000000000000007	5.999999999999999
EC-22P	18347	243	18590	18590	11517	6752	4	6	45	6	6	5	0	3	1	0	2
LK	9717038.999999985	109869.0000000003	9826908.000000013	14136979.000000073	4887151.999999995	4706366.000000002	35424.99999999995	31238.00000000006	14458.000000000024	9295.999999999996	7684.999999999953	6638.999999999992	6357.000000000011	5081.99999999999	3499.9999999999936	2525.000000000017	1315.9999999999939
